timestamps,TP9,AF7,AF8,TP10,Subject,Emotion
-0.006113931,0.041286139,-0.000234364,0.113988456,0.858650019,Subject A,Focused
-0.005819535,-0.047644044,0.028295412,0.109583197,0.825153135,Subject A,Focused
-0.005555037,0.078474438,0.038156741,0.097073508,0.7245295,Subject A,Focused
-0.005353355,0.255373008,0.039346594,0.078673627,0.618658076,Subject A,Focused
-0.005196536,0.239945748,0.054150956,0.049153312,0.493485195,Subject A,Focused
-0.005044313,0.03917138,0.083441146,0.011484064,0.34097875,Subject A,Focused
-0.004875072,-0.10008164,0.105782651,-0.018936594,0.207159608,Subject A,Focused
-0.004695313,-0.023260683,0.102640398,-0.028116799,0.141925556,Subject A,Focused
-0.004519655,0.119874963,0.073946562,-0.01746501,0.111262968,Subject A,Focused
-0.004352502,0.075252859,0.032236062,-0.002106589,-0.001148707,Subject A,Focused
-0.004188417,-0.15692365,-0.008921968,0.002117529,-0.267980204,Subject A,Focused
-0.004022298,-0.290238684,-0.039421872,-0.011072707,-0.607590118,Subject A,Focused
-0.003854571,-0.11952607,-0.052602913,-0.036926522,-0.846010215,Subject A,Focused
-0.003688369,0.183035589,-0.045945138,-0.063569119,-0.893292948,Subject A,Focused
-0.003525201,0.256026282,-0.021074422,-0.077627419,-0.810070659,Subject A,Focused
-0.003364246,0.004180993,0.018132261,-0.071099642,-0.689643817,Subject A,Focused
-0.003204355,-0.275893514,0.064089662,-0.047617663,-0.54495715,Subject A,Focused
-0.003045488,-0.28440708,0.09879375,-0.02256557,-0.366599752,Subject A,Focused
-0.002888361,-0.116814106,0.094334765,-0.01325757,-0.237714527,Subject A,Focused
-0.002733475,-0.131863896,0.033696252,-0.024689065,-0.28873969,Subject A,Focused
-0.002580803,-0.448085839,-0.062194476,-0.044210172,-0.515506165,Subject A,Focused
-0.002430158,-0.739021381,-0.137585186,-0.052269846,-0.712777469,Subject A,Focused
-0.002281559,-0.62285091,-0.146514616,-0.039173418,-0.651835148,Subject A,Focused
-0.002135219,-0.15922808,-0.096830325,-0.010786698,-0.315957196,Subject A,Focused
-0.001991339,0.193262855,-0.041745907,0.0202798,0.081034363,Subject A,Focused
-0.001850003,0.121680296,-0.024939535,0.045425791,0.316665146,Subject A,Focused
-0.001711243,-0.177432269,-0.040983015,0.061767181,0.366685765,Subject A,Focused
-0.001575121,-0.269535741,-0.053475202,0.067359573,0.370795722,Subject A,Focused
-0.001441749,-0.032014629,-0.042958001,0.059713778,0.42787055,Subject A,Focused
-0.001311238,0.223976799,-0.024824847,0.041333465,0.490260718,Subject A,Focused
-0.001183676,0.197095493,-0.020544218,0.024222503,0.477107528,Subject A,Focused
-0.001059132,-0.003442354,-0.024510971,0.02249272,0.422268441,Subject A,Focused
-0.000937677,-0.036118083,-0.010248083,0.036508595,0.429670191,Subject A,Focused
-0.000819392,0.178218604,0.033107495,0.047937411,0.497331058,Subject A,Focused
-0.000704356,0.339114605,0.08169952,0.036854967,0.478107893,Subject A,Focused
-0.000592641,0.185245142,0.100806764,0.004365374,0.258093429,Subject A,Focused
-0.000484314,-0.140291445,0.083329705,-0.026252047,-0.082592028,Subject A,Focused
-0.000379435,-0.280888379,0.056448688,-0.03298512,-0.348706232,Subject A,Focused
-0.000278069,-0.137753341,0.050119847,-0.017272112,-0.448764615,Subject A,Focused
-0.000180275,0.025305307,0.066984996,-0.000806641,-0.473828231,Subject A,Focused
-8.61e-05,-0.035273977,0.08677202,-0.001767018,-0.549048932,Subject A,Focused
4.37e-06,-0.213858166,0.093152391,-0.016980146,-0.661768156,Subject A,Focused
9.11e-05,-0.221339168,0.088502096,-0.028279915,-0.683913205,Subject A,Focused
0.000174073,-0.001548578,0.084198277,-0.024314222,-0.549541566,Subject A,Focused
0.000253197,0.173522846,0.083983433,-0.012658446,-0.355350153,Subject A,Focused
0.00032844,0.061222917,0.080374893,-0.008578782,-0.253069787,Subject A,Focused
0.000399759,-0.212757723,0.065721899,-0.014189351,-0.266021096,Subject A,Focused
