timestamps,TP9,AF7,AF8,TP10,Subject,Emotion
0.000821439,0.577430804,-0.128726517,-0.058472131,0.107849003,Subject B,Focused
0.00071571,0.095785602,-0.166619881,-0.024043618,0.108195781,Subject B,Focused
0.000612708,0.143528513,-0.195469968,0.005017024,0.217482241,Subject B,Focused
0.000512368,0.637119125,-0.173266373,0.027502989,0.404244526,Subject B,Focused
0.000414627,0.885583944,-0.111257423,0.038291837,0.512661195,Subject B,Focused
0.00031942,0.523064633,-0.059018361,0.035502812,0.42580431,Subject B,Focused
0.000226684,-0.013045371,-0.061117786,0.02882305,0.207792928,Subject B,Focused
0.000136355,-0.082711152,-0.124309959,0.030677216,0.03718584,Subject B,Focused
4.84e-05,0.302946101,-0.213761578,0.037785123,0.003304473,Subject B,Focused
-3.73e-05,0.518470542,-0.277349617,0.032713331,0.00968788,Subject B,Focused
-0.000120837,0.18867122,-0.282879712,0.010835142,-0.100429814,Subject B,Focused
-0.000202184,-0.287640987,-0.241736665,-0.004901224,-0.346326791,Subject B,Focused
-0.000281449,-0.265419614,-0.198042646,0.009357391,-0.574265789,Subject B,Focused
-0.000358695,0.266609987,-0.190659064,0.040672533,-0.627306718,Subject B,Focused
-0.000433986,0.637099553,-0.221332926,0.045624724,-0.519469894,Subject B,Focused
-0.000507384,0.357104399,-0.255697429,0.000968025,-0.409317981,Subject B,Focused
-0.000578952,-0.237919506,-0.251758759,-0.062820514,-0.411229059,Subject B,Focused
-0.000648754,-0.409020632,-0.190974111,-0.090021569,-0.470951526,Subject B,Focused
-0.00071685,0.062574369,-0.094808075,-0.061507737,-0.439931246,Subject B,Focused
-0.000783303,0.636778493,-0.020015774,-0.020247177,-0.245282979,Subject B,Focused
-0.000848174,0.722230556,-0.027120736,-0.026394633,0.03865735,Subject B,Focused
-0.000911525,0.388101038,-0.131942464,-0.084175643,0.276719826,Subject B,Focused
-0.000973419,0.197439795,-0.279746401,-0.123910105,0.399047834,Subject B,Focused
-0.001033916,0.437560422,-0.378945384,-0.072485396,0.424401724,Subject B,Focused
-0.001093079,0.763313,-0.376345446,0.059618476,0.378471001,Subject B,Focused
-0.001150969,0.689440524,-0.304502396,0.18059633,0.240644531,Subject B,Focused
-0.001207647,0.252708315,-0.251347208,0.213282112,0.006411294,Subject B,Focused
-0.001263174,-0.045267029,-0.280785811,0.170783528,-0.229662269,Subject B,Focused
-0.00131761,0.062668169,-0.382291637,0.123379352,-0.321531203,Subject B,Focused
-0.001371017,0.21982962,-0.490654453,0.10837789,-0.21974229,Subject B,Focused
-0.001423452,-0.075925001,-0.544968487,0.100394225,-0.028254869,Subject B,Focused
-0.001474977,-0.740455863,-0.531973487,0.067659888,0.11078792,Subject B,Focused
-0.001525649,-1.118606696,-0.486053718,0.025181315,0.159944153,Subject B,Focused
-0.001575526,-0.786485149,-0.451369655,0.013328436,0.192279111,Subject B,Focused
-0.001624668,-0.115580544,-0.438683212,0.041484408,0.279636131,Subject B,Focused
-0.00167313,0.163699214,-0.420184568,0.078214818,0.409120297,Subject B,Focused
