timestamps,TP9,AF7,AF8,TP10,Subject,Emotion
-0.028311921,0.010665415,0.308180462,-1.627669462,0.461193303,Subject A,Distracted
-0.028416098,-0.132608946,0.317380755,-1.933801743,0.2007294,Subject A,Distracted
-0.028514759,0.004617855,0.280278074,-0.217462984,0.029168979,Subject A,Distracted
-0.02860789,0.147399534,0.23526255,1.481082108,0.028702046,Subject A,Distracted
-0.028695482,0.001496495,0.210475697,1.107037502,0.131765856,Subject A,Distracted
-0.028777523,-0.336478928,0.189584923,-0.763619406,0.214549018,Subject A,Distracted
-0.028854002,-0.502321293,0.146010286,-1.783978849,0.219769444,Subject A,Distracted
-0.028924908,-0.328039553,0.102879694,-0.922727509,0.203511957,Subject A,Distracted
-0.028990227,-0.01007308,0.128395973,0.358383213,0.284880006,Subject A,Distracted
-0.029049947,0.208285307,0.253622126,0.256219409,0.530435385,Subject A,Distracted
-0.029104054,0.344945232,0.409851984,-0.91782197,0.848074875,Subject A,Distracted
-0.029152536,0.538963825,0.475731239,-1.260530651,1.00539961,Subject A,Distracted
-0.02919538,0.712544928,0.393252062,0.017360484,0.814171615,Subject A,Distracted
-0.029232576,0.578853316,0.220267517,1.398063557,0.323707219,Subject A,Distracted
-0.029264113,0.02568291,0.061496494,1.024880477,-0.204758114,Subject A,Distracted
-0.029289981,-0.65111662,-0.032141069,-0.74572584,-0.539770359,Subject A,Distracted
-0.029310175,-1.015482055,-0.079910296,-1.643532565,-0.671359522,Subject A,Distracted
-0.029324688,-0.9642293,-0.109122941,-0.39088988,-0.759311124,Subject A,Distracted
-0.029333516,-0.829049847,-0.114455706,1.530299917,-0.942946858,Subject A,Distracted
-0.029336656,-0.960917806,-0.086085859,1.678027348,-1.228094581,Subject A,Distracted
-0.029334107,-1.284530574,-0.048783084,-0.186798327,-1.508440482,Subject A,Distracted
-0.02932587,-1.383393711,-0.046390123,-1.700792179,-1.644107854,Subject A,Distracted
-0.029311946,-1.042861912,-0.090888618,-0.885968534,-1.550599988,Subject A,Distracted
-0.029292338,-0.573166097,-0.144564033,1.312952068,-1.276851218,Subject A,Distracted
-0.02926705,-0.462556819,-0.15727067,2.250934061,-0.99458366,Subject A,Distracted
-0.029236087,-0.768013682,-0.113508775,0.964408084,-0.8574052,Subject A,Distracted
-0.029199455,-1.036314626,-0.042558667,-0.686073124,-0.860827687,Subject A,Distracted
-0.029157161,-0.886072669,0.007682302,-0.524375307,-0.878827722,Subject A,Distracted
-0.029109214,-0.501022792,0.005446036,1.127469097,-0.835188513,Subject A,Distracted
-0.029055623,-0.379322468,-0.043076188,1.97242405,-0.78231007,Subject A,Distracted
-0.028996401,-0.664823501,-0.098455401,0.819478307,-0.793093783,Subject A,Distracted
-0.028931559,-0.949855306,-0.121649598,-0.855501459,-0.833734367,Subject A,Distracted
-0.028861114,-0.817092523,-0.108725827,-0.890146857,-0.797746731,Subject A,Distracted
-0.028785081,-0.402312352,-0.087076288,0.68733653,-0.646690523,Subject A,Distracted
-0.028703479,-0.225580743,-0.077742524,1.711083033,-0.464900104,Subject A,Distracted
-0.02861633,-0.502787452,-0.074566972,0.815020328,-0.36168854,Subject A,Distracted
-0.028523657,-0.838404835,-0.063690999,-0.669730018,-0.347934374,Subject A,Distracted
-0.028425485,-0.710774951,-0.046245104,-0.475087291,-0.331567344,Subject A,Distracted
-0.028321842,-0.134683229,-0.030527343,1.475620344,-0.225816044,Subject A,Distracted
-0.028212757,0.342986795,-0.015835774,2.815982905,-0.04107804,Subject A,Distracted
-0.028098262,0.301495677,2.25e-05,1.810042875,0.133235672,Subject A,Distracted
-0.02797839,-0.07731651,0.005631636,-0.326724535,0.2212766,Subject A,Distracted
-0.027853177,-0.287374844,-0.014019375,-0.997763915,0.222849103,Subject A,Distracted
-0.027722658,-0.131837377,-0.053549969,0.384317351,0.192395002,Subject A,Distracted
-0.027586875,0.105148667,-0.086778842,1.702234046,0.178901245,Subject A,Distracted
-0.027445867,0.122907975,-0.092333169,1.038329496,0.198389016,Subject A,Distracted
-0.027299678,0.042912474,-0.07074672,-0.717232124,0.249146297,Subject A,Distracted
-0.027148352,0.220743473,-0.034712486,-1.039458189,0.323433156,Subject A,Distracted
-0.026991936,0.697656542,0.008459551,0.83720568,0.396249305,Subject A,Distracted
-0.02683048,1.06735938,0.058829053,2.81784412,0.429281019,Subject A,Distracted
-0.026664036,0.980259738,0.113012154,2.607503564,0.41450521,Subject A,Distracted
-0.026492656,0.622149839,0.158746508,0.636133684,0.406390639,Subject A,Distracted
-0.026316399,0.501734684,0.180776416,-0.557024297,0.472388614,Subject A,Distracted
-0.026135324,0.797192647,0.168089187,0.381871255,0.590394915,Subject A,Distracted
-0.025949491,1.119921455,0.116934806,1.950406545,0.628586392,Subject A,Distracted
-0.025758966,1.020887005,0.036258125,1.849181042,0.483249906,Subject A,Distracted
-0.025563814,0.585870386,-0.044328961,0.031742724,0.242178277,Subject A,Distracted
-0.025364105,0.337759719,-0.081411167,-1.220404887,0.149747791,Subject A,Distracted
-0.02515991,0.564339078,-0.049056774,-0.276834536,0.357624806,Subject A,Distracted
-0.024951302,0.943030964,0.031697086,1.69068328,0.735495688,Subject A,Distracted
-0.024738355,0.9534939,0.103643779,2.198190237,0.989430616,Subject A,Distracted
-0.024521146,0.546719558,0.120725246,0.653479719,0.970234237,Subject A,Distracted
-0.024299752,0.204334455,0.082561478,-0.902545423,0.810573338,Subject A,Distracted
-0.024074254,0.312506911,0.022850459,-0.465605883,0.739890384,Subject A,Distracted
-0.023844734,0.666324325,-0.026419183,1.375533832,0.817064424,Subject A,Distracted
-0.023611275,0.748618769,-0.053518904,2.30967831,0.893740019,Subject A,Distracted
-0.023373961,0.410473821,-0.059894531,1.343395493,0.820399098,Subject A,Distracted
-0.023132878,0.055949215,-0.050641047,-0.040450255,0.630110605,Subject A,Distracted
-0.022888112,0.0982579,-0.037205222,-0.024624781,0.489223914,Subject A,Distracted
-0.022639753,0.421517101,-0.040192703,1.091943311,0.488598569,Subject A,Distracted
-0.02238789,0.559344231,-0.076313044,1.433878223,0.530677563,Subject A,Distracted
-0.022132614,0.33206071,-0.137343324,0.279812785,0.449307089,Subject A,Distracted
-0.021874018,0.077946237,-0.186486924,-0.803480179,0.218933263,Subject A,Distracted
-0.021612196,0.175953587,-0.182913642,-0.074758235,-0.00341643,Subject A,Distracted
-0.021347245,0.517430981,-0.115008076,1.832559123,-0.061381911,Subject A,Distracted
-0.021079261,0.646280714,-0.012353334,2.504156005,0.014174463,Subject A,Distracted
-0.020808343,0.374923399,0.07438561,0.897865116,0.04945945,Subject A,Distracted
-0.02053459,0.039123684,0.109307793,-1.128459493,-0.052228689,Subject A,Distracted
-0.020258101,0.046243269,0.094511864,-1.121172811,-0.201034552,Subject A,Distracted
-0.019978975,0.322986636,0.062259806,0.761845359,-0.264125319,Subject A,Distracted
-0.019697314,0.401888692,0.042821223,1.940613223,-0.257531378,Subject A,Distracted
-0.019413217,0.037481049,0.037559564,0.837631236,-0.309343107,Subject A,Distracted
-0.019126783,-0.457169234,0.023873902,-1.012564714,-0.444682016,Subject A,Distracted
-0.018838113,-0.59908738,-0.013257279,-1.015775282,-0.514088542,Subject A,Distracted
-0.018547305,-0.345306929,-0.058375136,1.004086483,-0.392503587,Subject A,Distracted
-0.018254459,-0.127557026,-0.079686125,2.544726386,-0.176058423,Subject A,Distracted
-0.017959673,-0.268300261,-0.066763464,1.696403448,-0.083002142,Subject A,Distracted
-0.017663047,-0.549959255,-0.046246282,-0.413954922,-0.172214455,Subject A,Distracted
-0.017364679,-0.51008544,-0.053048878,-1.167576292,-0.255248421,Subject A,Distracted
-0.017064668,-0.073397301,-0.092729146,0.139321929,-0.127237185,Subject A,Distracted
-0.016763111,0.324000007,-0.143333204,1.487177355,0.175540809,Subject A,Distracted
-0.016460105,0.293008949,-0.186727875,0.884303024,0.41224701,Subject A,Distracted
-0.016155746,-0.007630526,-0.218207179,-0.974444675,0.410973169,Subject A,Distracted
-0.015850128,-0.096088547,-0.227414183,-1.607719159,0.238636977,Subject A,Distracted
-0.015543341,0.185684731,-0.198525007,-0.035616985,0.07995344,Subject A,Distracted
-0.015235478,0.468226429,-0.143326572,1.834874433,0.003567261,Subject A,Distracted
-0.014926625,0.359540611,-0.110492498,1.594760471,-0.087464033,Subject A,Distracted
-0.014616871,-0.021517939,-0.13590627,-0.550804047,-0.277337483,Subject A,Distracted
-0.014306299,-0.194560543,-0.192649003,-1.99453435,-0.484298953,Subject A,Distracted
-0.013994994,0.049043603,-0.213992523,-1.026380266,-0.545693924,Subject A,Distracted
-0.013683036,0.367071747,-0.164157303,1.048830273,-0.427539395,Subject A,Distracted
-0.013370505,0.312554935,-0.067896654,1.667043169,-0.271972378,Subject A,Distracted
-0.013057478,-0.077842003,0.026140331,0.254775638,-0.219738396,Subject A,Distracted
-0.012744029,-0.326510566,0.087653156,-1.233023025,-0.250936652,Subject A,Distracted
-0.012430232,-0.140391377,0.106560872,-1.000611852,-0.248542,Subject A,Distracted
-0.012116156,0.192099069,0.077493395,0.324539727,-0.177663657,Subject A,Distracted
-0.011801867,0.157868577,0.002559896,0.736020432,-0.129717217,Subject A,Distracted
-0.011487433,-0.31452624,-0.094655757,-0.35320121,-0.182368444,Subject A,Distracted
-0.011172915,-0.734863109,-0.171159956,-1.335871107,-0.277788067,Subject A,Distracted
-0.010858375,-0.650795183,-0.187652145,-0.65299186,-0.287640083,Subject A,Distracted
-0.010543874,-0.215582936,-0.134748778,0.99964767,-0.176314343,Subject A,Distracted
-0.010229467,0.004793487,-0.042542383,1.512457747,-0.045311091,Subject A,Distracted
-0.009915213,-0.257289774,0.036215288,0.166311466,-0.003998117,Subject A,Distracted
-0.009601165,-0.655005202,0.060365982,-1.363805888,-0.038051748,Subject A,Distracted
-0.009287378,-0.699243328,0.024839491,-1.197803289,-0.042334313,Subject A,Distracted
-0.008973906,-0.383582946,-0.044580239,0.251751435,0.030597707,Subject A,Distracted
-0.008660803,-0.149184542,-0.11531517,0.82053431,0.101218572,Subject A,Distracted
-0.008348122,-0.264721449,-0.164413803,-0.478959802,0.065202549,Subject A,Distracted
-0.008035916,-0.459087319,-0.178020729,-2.011814917,-0.06292659,Subject A,Distracted
-0.007724238,-0.292123501,-0.146874182,-1.585449223,-0.155945547,Subject A,Distracted
-0.007413141,0.232170684,-0.071237211,0.579103634,-0.129974138,Subject A,Distracted
-0.007102675,0.626386677,0.028395628,1.928699148,-0.046007802,Subject A,Distracted
-0.006792891,0.518802503,0.111529555,0.771496251,-0.019129541,Subject A,Distracted
-0.006483836,0.116124209,0.138820249,-1.514818525,-0.060472475,Subject A,Distracted
-0.006175559,-0.071804268,0.101969474,-2.190895257,-0.070397518,Subject A,Distracted
-0.005868104,0.113583923,0.03538658,-0.622642246,0.014449457,Subject A,Distracted
-0.005561517,0.298295001,-0.006427265,0.970102526,0.134856017,Subject A,Distracted
-0.005255838,0.100741976,0.007714973,0.435413562,0.200154134,Subject A,Distracted
-0.004951109,-0.334083662,0.056459386,-1.525008826,0.20700391,Subject A,Distracted
-0.00464737,-0.510733674,0.079083335,-2.312537874,0.203796428,Subject A,Distracted
-0.004344659,-0.247530493,0.026424875,-0.854190141,0.169510266,Subject A,Distracted
-0.004043011,0.066785939,-0.092025447,0.999833012,0.020344142,Subject A,Distracted
-0.003742464,-0.009965302,-0.211915799,0.924426153,-0.237067598,Subject A,Distracted
