timestamps,TP9,AF7,AF8,TP10,Subject,Emotion
0.04469372,0.637941497,0.087679469,0.968680127,-0.003378315,Subject D,Distracted
0.047541375,0.457263024,0.034534674,0.236843064,-0.055981478,Subject D,Distracted
0.050357468,0.2342519,-0.007304623,-0.872862642,-0.119927633,Subject D,Distracted
0.053141843,0.113251763,-0.033295521,-1.288066743,-0.120484003,Subject D,Distracted
0.055894349,0.183354556,-0.048117055,-0.85230865,-0.079432199,Subject D,Distracted
0.058614838,0.366190531,-0.059345162,-0.369320029,-0.094983549,Subject D,Distracted
0.061303171,0.466607586,-0.071177414,-0.504114854,-0.207107022,Subject D,Distracted
0.063959213,0.360639718,-0.077941995,-1.037875538,-0.333931621,Subject D,Distracted
0.066582838,0.130977584,-0.066057605,-1.329775413,-0.36808179,Subject D,Distracted
0.069173923,-0.013651613,-0.027468466,-1.202804543,-0.308341173,Subject D,Distracted
0.071732349,0.032086362,0.02761551,-1.050176957,-0.255132111,Subject D,Distracted
0.074258008,0.149893907,0.072925134,-1.142399411,-0.275349304,Subject D,Distracted
0.076750793,0.135939775,0.084419196,-1.190882869,-0.309409601,Subject D,Distracted
0.079210605,-0.066947282,0.060853565,-0.791356925,-0.238815405,Subject D,Distracted
0.081637348,-0.32571946,0.026866698,-0.105283447,-0.033157503,Subject D,Distracted
0.084030931,-0.493688872,0.010531363,0.216120861,0.199645279,Subject D,Distracted
0.08639127,-0.55491884,0.014343691,-0.17658095,0.318596815,Subject D,Distracted
0.088718285,-0.565096968,0.012361799,-0.877387876,0.285571382,Subject D,Distracted
0.091011901,-0.53053773,-0.019622268,-1.244051215,0.177838116,Subject D,Distracted
0.093272051,-0.432826365,-0.074060362,-1.212919833,0.081360428,Subject D,Distracted
0.095498668,-0.336909912,-0.115340272,-1.310998737,0.011305816,Subject D,Distracted
0.097691691,-0.362076941,-0.109953579,-1.839297442,-0.052677654,Subject D,Distracted
0.099851066,-0.516157972,-0.050444525,-2.339978135,-0.095655323,Subject D,Distracted
0.101976747,-0.642592185,0.042417928,-2.127835939,-0.073961721,Subject D,Distracted
0.104068691,-0.594895,0.131347393,-1.269552151,0.017667867,Subject D,Distracted
0.106126855,-0.419162065,0.18031116,-0.716245819,0.121238546,Subject D,Distracted
0.108151201,-0.295207523,0.17470584,-1.239965402,0.168733734,Subject D,Distracted
0.110141693,-0.315478479,0.131251867,-2.350496759,0.149182891,Subject D,Distracted
0.112098316,-0.395599396,0.084419123,-2.637603109,0.116505543,Subject D,Distracted
0.114021061,-0.411889992,0.058759483,-1.417302067,0.130976006,Subject D,Distracted
0.115909909,-0.352227975,0.053935783,0.197771702,0.196205815,Subject D,Distracted
0.117764826,-0.28688447,0.05447738,0.322306161,0.264041728,Subject D,Distracted
0.119585785,-0.24562358,0.048766134,-1.528937937,0.302743153,Subject D,Distracted
0.121372815,-0.192894006,0.036951502,-3.697005745,0.337136175,Subject D,Distracted
0.123125984,-0.104622251,0.025244113,-4.11496389,0.402978527,Subject D,Distracted
0.124845312,-0.002343024,0.017326129,-2.546580997,0.483458586,Subject D,Distracted
0.126530713,0.089887564,0.011520284,-0.682241447,0.5270759,Subject D,Distracted
0.128182095,0.159962724,0.004642494,-0.116583245,0.523320666,Subject D,Distracted
0.129799564,0.16483596,-0.002699237,-0.778395332,0.517861887,Subject D,Distracted
0.131383443,0.040688449,-0.006151604,-1.519420583,0.535305141,Subject D,Distracted
0.132933899,-0.19469968,-0.002856701,-1.708328729,0.525408925,Subject D,Distracted
0.134450579,-0.390889344,0.005982508,-1.72953397,0.430433444,Subject D,Distracted
0.135932923,-0.383784933,0.018085062,-2.101419036,0.289968708,Subject D,Distracted
0.137381134,-0.170715859,0.031965898,-2.665868959,0.214778907,Subject D,Distracted
0.13879653,0.073872432,0.0452556,-2.863128809,0.232139314,Subject D,Distracted
0.140180108,0.171369392,0.055520103,-2.548481895,0.21665069,Subject D,Distracted
0.141530544,0.104049017,0.062679453,-2.21168332,0.040126084,Subject D,Distracted
0.142844897,-0.00659841,0.064188119,-2.327596253,-0.234874606,Subject D,Distracted
0.144122939,-0.063486194,0.047912052,-2.708290002,-0.391976161,Subject D,Distracted
0.14536998,-0.095292077,0.001031174,-2.751829466,-0.310864377,Subject D,Distracted
0.14659167,-0.179171297,-0.066985991,-2.291297117,-0.116802439,Subject D,Distracted
0.147783829,-0.299818518,-0.118678427,-1.851308473,-0.033501298,Subject D,Distracted
0.148932065,-0.344998491,-0.117710791,-1.890552855,-0.124585246,Subject D,Distracted
0.150030113,-0.25234357,-0.063965115,-2.118366662,-0.246760667,Subject D,Distracted
0.15109983,-0.10836427,0.006515033,-1.952380546,-0.25638354,Subject D,Distracted
0.15218173,-0.06047786,0.05606029,-1.482217052,-0.190794676,Subject D,Distracted
0.15329402,-0.15489472,0.075588482,-1.447162525,-0.199123175,Subject D,Distracted
0.154404042,-0.301183248,0.08273885,-2.139559753,-0.329476176,Subject D,Distracted
0.155452031,-0.385110729,0.095891788,-2.796050776,-0.451992665,Subject D,Distracted
0.156405336,-0.377045742,0.111300735,-2.457469757,-0.4134356,Subject D,Distracted
0.157282183,-0.327264543,0.105765122,-1.23375182,-0.230486477,Subject D,Distracted
0.158123106,-0.289944304,0.064882452,-0.280733248,-0.08343549,Subject D,Distracted
0.158949994,-0.274189338,0.008074077,-0.457964913,-0.112008987,Subject D,Distracted
0.159756619,-0.260953445,-0.02203684,-1.341944021,-0.254187647,Subject D,Distracted
0.160528632,-0.249976365,0.000597801,-1.797653203,-0.321613105,Subject D,Distracted
0.161261905,-0.278368431,0.060979278,-1.352142942,-0.221511745,Subject D,Distracted
0.161962147,-0.385736667,0.120853942,-0.682075272,-0.057229652,Subject D,Distracted
0.162634736,-0.558174532,0.153871238,-0.695818974,0.00855835,Subject D,Distracted
0.16327952,-0.714749365,0.158228115,-1.409720762,-0.05193442,Subject D,Distracted
0.163893642,-0.767057982,0.14404148,-1.99761105,-0.122912458,Subject D,Distracted
0.164475868,-0.70259294,0.122516792,-1.897518042,-0.114559947,Subject D,Distracted
0.165027297,-0.599711102,0.107073489,-1.531399549,-0.074845262,Subject D,Distracted
0.165549351,-0.547528705,0.109483825,-1.666366458,-0.102891329,Subject D,Distracted
0.166042349,-0.5577395,0.124286766,-2.221793112,-0.198216561,Subject D,Distracted
0.166505851,-0.566690051,0.124508076,-2.189612357,-0.254809508,Subject D,Distracted
0.166939636,-0.513502613,0.087893912,-0.97763561,-0.198371914,Subject D,Distracted
