Mean,MSE,TP9_entropy,AF7_approximate_entropy,TP10_approximate_entropy,TP10_permutation_entropy,Abs_Power_Theta,Abs_Power_Beta,Amplitude_Kurtosis,Asymmetry_Mean
-0.0622823393261718,0.1491829787268247,0.5044954701245704,1.4002605878577792,0.5342923104613044,1.462846814913802,0.0049479542549841,2.7369891471549407e-05,4.408000267009957,-0.0622823393261718
-0.0393347860439453,0.4023948340712663,1.4076171305887115,1.351456759915757,0.8867817802897293,1.537987129631667,0.0048032193377126,5.832019995916953e-05,8.100609651666067,-0.0393347860439453
0.0208975976699218,0.5520287484073669,1.4381194289844763,1.378543495848608,0.9262277370420152,1.542621617219446,0.0038547611126309,2.4900099288641503e-05,5.520158981254903,0.0208975976699218
-0.0013596562470703,0.6399238070541299,1.5023924764113543,1.444064983514446,0.8937459306824929,1.601714239111782,0.0017583135822276,4.784672872925847e-05,6.027550284626577,-0.0013596562470703
-0.0265299168671875,0.5362570616577945,1.1864430020411418,1.3565483458341507,0.910165918127138,1.5641720218787334,0.0063580102960718,4.247967346937245e-05,15.127680620833212,-0.0265299168671875
0.0498656626201171,0.4391076492028117,1.458347678759948,1.4371926649785445,0.8628126599997126,1.5628842044912632,0.004101698537585,3.1144454683266825e-05,5.609529618020111,0.0498656626201171
0.0167852428095702,0.0833222794318114,0.4387187924646004,1.3902458067444148,0.8845849595408399,1.4555169919783175,0.0021645846454315,2.3987825554561902e-05,7.52890945393511,0.0167852428095702
-0.0708210481708984,0.4298325408573926,1.2752818320307178,1.398975464060769,0.7940848577367565,1.5212583429807165,0.0031982002141561,2.1498454826930184e-05,7.870731852083415,-0.0708210481708984
0.0620738836210937,0.381774848098055,1.2478623324963658,1.387354964688071,0.6657511480259077,1.499140081846914,0.0022748060980655,2.2291948512641653e-05,6.051325477275913,0.0620738836210937
-0.0307352012255859,0.2317636004459126,0.9574488043676626,1.3374231163774275,0.5003103674646145,1.4700199071649247,0.005825745453589,4.511834824055767e-05,7.236006915885256,-0.0307352012255859
0.0033774168720703,0.49598896995311,1.6828653809889176,1.3956624766155772,0.7481995454581147,1.5242301137616163,0.00305636744228,0.000117801220159,9.29287683274134,0.0033774168720703
0.000994177390625,0.5267167563299516,1.3761272437644465,1.4178670902138932,0.7263486829159698,1.569226359243546,0.0023886704025302,1.5628320272846465e-05,4.358067183721818,0.0009941773906249
0.0352260076748046,0.5286984399470551,1.4342584203270172,1.3970237951987097,0.842168152200351,1.4944767142709294,0.0024950068369313,2.77519058368925e-05,8.588176583284975,0.0352260076748046
-0.0368287023925781,0.1352784346927531,0.5888343339345626,1.3743359171148746,0.8914494915184963,1.4754595218482112,0.0015869671955644,2.2021920948924964e-05,9.128275230215982,-0.0368287023925781
-0.0300623399609374,0.5185721519086709,1.4338858436953923,1.349995614423784,0.8636438393157055,1.4270123789220488,0.0024092096966695,2.1761339554062545e-05,4.212252913333078,-0.0300623399609375
0.019733720883789,0.5703312060792347,1.3295178453178087,1.416580420744065,0.5999179567929906,1.534370859008392,0.0065691152889579,2.5503489579132347e-05,8.311747089611952,0.019733720883789
0.0560385937382812,0.3311891267695451,0.9683698809190446,1.4095424534222178,0.891947580532741,1.5674105146027126,0.0012736944016584,2.1174625756439278e-05,13.197212333812525,0.0560385937382812
-0.1010062269726562,0.3040091773081147,0.9626232885151538,1.4308870548125745,0.7292048488706202,1.5333069791437115,0.003104154951226,2.6482828314363085e-05,6.5432032798566615,-0.1010062269726562
0.0757696076982421,0.2570321607145958,1.173546117695228,1.3915599341360818,0.3965203525882854,1.5215318689834376,0.0033958279979622,2.9964643505719583e-05,5.815621836715964,0.0757696076982421
-0.0473529304101562,0.301860519152603,1.1624342207388292,1.4276875460254166,0.3908677767952282,1.522709523879793,0.0022280759270776,3.2714508889200824e-05,6.291658882988712,-0.0473529304101562
0.0186122959892578,0.4026353162490337,1.303406701314123,1.3103915904819008,0.5705033443789516,1.5017813059513316,0.0034440496502969,3.1083107422887155e-05,3.8003998430772974,0.0186122959892578
-0.0351226372265625,0.4510277277867298,1.4453697959494962,1.3978962311027314,0.6660720592652334,1.5200534200103322,0.0021661076217362,3.265772939040405e-05,6.186158073048772,-0.0351226372265625
0.0123856855009765,0.4760075927312325,1.3071570405611668,1.4233835209819905,0.7011322904379464,1.4754595218482112,0.0027561318516205,2.423050930391832e-05,7.914354753643243,0.0123856855009765
-0.0411710354248046,0.3390168425449428,1.2600357278244478,1.4231020665162193,0.6842966207334338,1.501116551706693,0.0028818836024259,3.3345153174874714e-05,11.77975968094937,-0.0411710354248046
0.1992099532109375,0.26601568666329,0.9358469106680224,1.4062638953644142,0.4572823038675655,1.5001415525870594,0.0075959180408588,4.993271373879528e-05,11.801394648540873,0.1992099532109375
-0.1156742486240234,0.0743544527583155,0.2901376109220888,1.4384112186995193,0.3393146974328491,1.39247487691974,0.0049707507635937,5.7438425262601366e-05,9.021193644634373,-0.1156742486240234
-0.0632441837373046,0.1342065482735404,0.639658495608959,1.4872415425406664,0.5553144345531966,1.4671574079265524,0.0047052139116299,2.7551173030672534e-05,8.911068875915575,-0.0632441837373046
0.0147322040751953,0.4139308558314276,1.20930208987402,1.4306797941033351,0.634806155283568,1.519649180801353,0.0027779673492969,2.0563396909923347e-05,5.358666661743843,0.0147322040751953
0.0081169690947265,0.3752369077590497,1.336918087721997,1.3628192631556424,0.7722719179989141,1.5307359152921998,0.0029991171134866,6.025321342896985e-05,4.759758419106023,0.0081169690947265
0.0082447908427734,0.403946719426818,1.1394342831883648,1.3700037158257226,0.747539467661487,1.5438589105625335,0.0064055037366467,3.1222901789099294e-05,7.736776796188531,0.0082447908427734
0.0356944833798828,0.4787256411573799,1.289444535129973,1.3723309527871044,0.6346126319585661,1.5063935605617127,0.0058552767819758,3.281806736903662e-05,8.373927621452335,0.0356944833798828
-0.0101449041835937,0.5112986746573477,1.393292290307535,1.417294406864854,0.7287826216726399,1.513089429896565,0.0021251522748542,5.979607756101055e-05,4.551807989714328,-0.0101449041835937
0.002984510258789,0.5205759447672605,1.6503294697521993,1.4068758114115931,0.7336769190110819,1.5149762037016827,0.00469838858413,4.767126820179585e-05,5.682049689444529,0.002984510258789
0.0038670930166015,0.4890277985570246,1.396378480186517,1.379096946613083,0.7289545026982052,1.530156055944493,0.0021768363708296,3.33869596505218e-05,5.746410989192943,0.0038670930166015
-0.0191064573164062,0.1618784061349003,0.4783136342515794,1.377646810115577,0.5425242083373738,1.374575811111597,0.0033908175419272,3.7012566282442966e-05,13.594792332641406,-0.0191064573164062
-0.0266133125068359,0.1436118485063391,0.5608993936169078,1.428408059285211,0.5286105248337702,1.4558156299267764,0.0042506324760543,2.4308079651832908e-05,8.79214579591507,-0.0266133125068359
0.0086600623037109,0.480289566643472,1.66571874833269,1.412705048994638,0.7082454999052956,1.522998318844758,0.0019755541012498,1.8122293254071824e-05,9.379306230585172,0.0086600623037109
0.0112022775507812,0.4710919719049203,1.4608274129824574,1.3547995241454351,0.7583674457645784,1.5091475049483851,0.0050191613139342,3.691776693861828e-05,7.017297534594023,0.0112022775507812
-0.0089497188359374,0.5159315282102015,1.6126585271341425,1.4384333270201717,0.7776959936019474,1.5018948609940073,0.0029921327212321,2.448202574042438e-05,5.157175444552234,-0.0089497188359374
0.0384407393623046,0.3684748706028073,1.4177105573532696,1.4035261908108163,0.9244273910955618,1.5084702855053178,0.0045603318485391,3.967385052447255e-05,6.97334669359282,0.0384407393623046
-0.0443655125380859,0.2921805055886432,0.8942409006544813,1.362183992904451,0.7120771091120415,1.5295980833231568,0.0026450773728589,4.074633121330365e-05,14.26197712887306,-0.0443655125380859
0.0149262205214843,0.3063787600836159,1.050950850697216,1.4088918533518104,0.8231254075926886,1.513609105865778,0.0032359870421045,9.222509129395602e-05,10.140264029416189,0.0149262205214843
0.0141823043671875,0.4577239395315223,1.4728036040291732,1.3017072865179726,0.94286452210047,1.526447765834963,0.0037663031498784,2.256360618336034e-05,4.940119523932727,0.0141823043671875
0.0221576345449218,0.347565828191902,1.2321436812926323,1.3687504681323397,0.6947106434998149,1.524036542944464,0.0024638309833419,3.0685391574868256e-05,6.260714700651209,0.0221576345449218
-0.0333965871816406,0.414679903427875,1.261979623600292,1.407748843760229,0.7736328196522897,1.4703097603153623,0.0029536781107662,1.7628084794607406e-05,6.234926440252241,-0.0333965871816406
-0.0107532778730468,0.4016992529253212,1.2502535568899422,1.4513360049411017,0.7199762344738363,1.5415258449945552,0.0046320555064289,2.7609504826804176e-05,19.50112412771672,-0.0107532778730468
0.0363778232363281,0.5310035773445339,1.4909649836837793,1.388519537331741,0.6648378505985346,1.5334427529860486,0.0026643677226161,1.8192842965129904e-05,7.317868918441702,0.0363778232363281
0.0116361731416015,0.4447474564428267,1.4042481647364864,1.4317934436520785,0.952831945083632,1.5670541405472962,0.0031133148039229,2.29869111196336e-05,6.907817113345062,0.0116361731416015
-0.0365999563085937,0.4063615671552014,1.3930648676871011,1.3607935385676435,0.7602184653337867,1.489489553574129,0.0040826166555137,3.927669676726347e-05,4.708564957205012,-0.0365999563085937
0.0295015653759765,0.2728494346838099,0.8211735836310897,1.384684145270891,0.8925034890405588,1.470089103077016,0.006123395901174,3.838537640951124e-05,28.719301355290156,0.0295015653759765
