Mean,Hurst_Exponent,TP10_entropy,AF7_approximate_entropy,TP10_approximate_entropy,TP9_permutation_entropy,TP10_permutation_entropy,Abs_Power_Delta,Abs_Power_Theta,Abs_Power_Gamma,Rel_Power_Delta,Rel_Power_Theta,Rel_Power_Alpha,Rel_Power_Gamma,Asymmetry_Mean,Asymmetry_Skewness
-0.04966162096875,0.7525701828546882,0.9801641382549156,1.427700565223285,0.6862614877839568,1.409913915657171,1.4934262722799012,0.0066807457065745,0.0028645961638629,1.2954381117776035e-10,0.1079887760977587,0.0463038480038942,0.0783903267291915,2.0939694810354243e-09,-0.04966162096875,-0.6393826824903442
0.0181070518964843,0.7157562504816293,0.913521925306022,1.4518249757751007,0.798446691637118,1.4298979722814489,1.449987526530255,0.0081491584485093,0.0028692636198198,8.587731052414867e-11,0.1258703043273318,0.0443180835547666,0.0463148567196711,1.3264441081599815e-09,0.0181070518964843,-0.0970042914051496
0.0066078522558593,0.5641534980411943,0.9590018499672048,1.4743430927307957,0.7531965504160789,1.4622468834926008,1.484340638327604,0.0202384267794175,0.0030348763264171,1.711310085200984e-10,0.2321088005213051,0.034806139406626,0.0460542532102893,1.962653201878196e-09,0.0066078522558593,-0.0603301056087694
-0.0171568732763671,0.686690893589584,0.9218427427191443,1.3599601637054053,0.9133726759406456,1.4583589732636242,1.4869062156598791,0.0119739322152962,0.0025376359996682,9.44030616128908e-11,0.1702944617362058,0.0360905130307881,0.0498390832316956,1.3426097855373092e-09,-0.0171568732763671,-0.617011633975933
0.0495699028398437,0.6706607916099774,1.0512959641169783,1.4571922234014278,0.7096497709879577,1.376643599193816,1.5031652641702349,0.013312759262469,0.0028464297027804,1.3448858339424054e-10,0.2000329445586025,0.0427694742840744,0.0654415337996366,2.0207792250631973e-09,0.0495699028398437,1.1255258660984695
-0.0158558937773437,0.7494966123207191,0.9275950180453424,1.435679211266867,0.8101956508225152,1.456622454702469,1.5411318313516316,0.0081204853476135,0.0021774215598854,6.782469772872381e-11,0.1439836932607751,0.0386076920968864,0.0601818263061691,1.2025944331205816e-09,-0.0158558937773437,-0.2198164553592876
-0.0164873668710937,0.7017001962780332,0.873763442777403,1.4319982241387947,0.8529802574147878,1.4018641898797888,1.4773517473108724,0.0034587508068849,0.0014706623234525,8.359149664956528e-11,0.0815597859812013,0.0346792559072618,0.0716058795541027,1.971146508449145e-09,-0.0164873668710937,0.148191905644681
0.0087333394667968,0.6926092033490182,0.9458256794383924,1.459360078168415,0.822872712608012,1.416432734223499,1.5506932776875773,0.0109838048435353,0.0024888801330912,6.11471599537138e-11,0.1668377986936352,0.0378046850369585,0.0650273845878985,9.287908614881811e-10,0.0087333394667968,0.2635434909716691
-0.0035807329345703,0.609573995327033,0.8127500529333147,1.417666493137605,0.798796045813881,1.4303895647406186,1.4987275921378522,0.0215097057863866,0.0026182128272716,1.3508353939031577e-10,0.2196726013601305,0.0267390743691726,0.0386690061814736,1.3795703573772239e-09,-0.0035807329345703,-0.5979646759566672
-0.001353042743164,0.6830048105680175,0.803394385527626,1.4143424580340205,0.6551872921320983,1.407549669068588,1.4965763336828763,0.0091089526218778,0.0034161016471442,1.0460254445534856e-10,0.1501214552370535,0.0562995738143683,0.0540549103072828,1.7239178692641215e-09,-0.001353042743164,0.1840218874343969
-0.0214364378730468,0.629611811700725,0.7709447144120469,1.4429759638992612,0.8067299548434383,1.4228849267177552,1.5061814488232477,0.0166545324368691,0.0025570114306083,9.101598699910348e-11,0.205881762673195,0.0316095346719988,0.034573487643305,1.1251310660234064e-09,-0.0214364378730468,0.7222943016650554
0.0166508327373046,0.6990041496917523,0.8869161231942507,1.4291486671248006,0.7025170973624686,1.392428545138222,1.472337920569747,0.0057229906720009,0.0023224042728643,1.3819166206450947e-10,0.1183348459681087,0.048020583582218,0.0680835875968945,2.8574027080780156e-09,0.0166508327373046,0.0329228089310775
-0.0064521187666015,0.50400065200205,0.914288729203482,1.4005605593719752,0.7994422294315924,1.407620713060805,1.535799326140999,0.004955582040776,0.0022555741321772,1.9514727912820284e-10,0.1003211769604726,0.0456620130187938,0.0566154412023309,3.950576251525268e-09,-0.0064521187666015,-0.2201857918331745
-0.0063226056318359,0.7074747905664855,0.9109496169675256,1.4126484855723636,0.8109788879120376,1.437906940162494,1.4854361734122912,0.0131537974984647,0.0023847930649144,1.821621045596629e-10,0.1766375967461075,0.0320245249155192,0.0451007612913672,2.446189123056488e-09,-0.0063226056318359,0.738582245053634
-0.0011513286855468,0.6745776304130756,1.0588719600185956,1.4376093923745452,0.7924392984767699,1.4477090072619283,1.453351755135171,0.0066167346177005,0.0015475869413728,9.205126830832435e-11,0.1159725112120789,0.0271247910457084,0.0588309805504915,1.613396541160233e-09,-0.0011513286855468,0.0147319673045676
-0.0267217049804687,0.7831820874391139,0.9421269239926882,1.4585475575030895,0.8289805674175064,1.471727573384277,1.4493752423800998,0.0140158305023144,0.0033351925095079,8.114405371108907e-11,0.1488362344340879,0.0354169161895876,0.0363502289814498,8.616810398129161e-10,-0.0267217049804687,-0.4452862722212523
0.065982348953125,0.7927098929805334,1.0206035784995378,1.4835857981993297,0.74082999238628,1.4727570822214522,1.4638580954063949,0.0263532643872065,0.0040877559868143,2.6931074314318336e-10,0.0607917644640041,0.009429643913768,0.0089067465142025,6.212465759169553e-10,0.0659823489531249,1.1658529823912611
-0.0349548297109374,0.7542757483272188,0.7872301781271197,1.4243855792638334,0.8567188228045564,1.4946313681144674,1.4702856872630208,0.008447833814602,0.0030794479181498,6.992509587499171e-11,0.1458811475769746,0.053177347715663,0.0531271617133418,1.2074992778671559e-09,-0.0349548297109374,-0.6931530752082153
0.0149377541093749,0.7193445278445778,1.1282528699544037,1.4140143146887536,0.7668398761908817,1.428141030174876,1.4998875794673698,0.0043723461362297,0.0037948163525576,1.0707178268358536e-10,0.0757877363207593,0.065777166800738,0.0820096483309038,1.8559207758456517e-09,0.014937754109375,0.3733243612597396
-0.0049408445791015,0.5703470751036823,0.8135632814953465,1.414522877035028,0.7733513910317007,1.389367042335054,1.4905516572468809,0.0086512487646505,0.0021543258864171,3.7189078577943055e-11,0.1469805165987097,0.0366009509518883,0.0551124767401794,6.318243908961128e-10,-0.0049408445791015,0.1577490729644594
0.0092609150957031,0.6958505579445929,0.7511445708978381,1.478835714326625,0.7524466541551771,1.4611752240095832,1.5511572230466657,0.0165467498365291,0.0017052416140779,5.403196878348756e-11,0.2108062037329015,0.021724841111549,0.0402490634443903,6.883692768664535e-10,0.0092609150957031,0.6107733032587002
-0.0199794285058593,0.6516692692955534,0.8817383503674954,1.3948096963867127,0.7696117955487907,1.4484164637270711,1.4225939130392191,0.0066695049538153,0.0027555663305337,7.181466841839857e-11,0.1196691827335616,0.0494424058496961,0.0489063680966266,1.2885518096804463e-09,-0.0199794285058593,0.0462000354662935
0.0131494847402343,0.6075533845057167,0.8788462181221295,1.4228060882305196,0.7941853434039405,1.419971811638621,1.526911153811323,0.0036113742926498,0.0012244568350782,5.902394019761878e-11,0.0913160975908657,0.0309612382397965,0.0888211775977347,1.4924611647851015e-09,0.0131494847402343,-0.0815446922947171
-0.034079052696289,0.7023708541876654,0.8255985428386363,1.4193290823546905,0.8089331738275072,1.4231008550002688,1.5086822487169282,0.0063291180749347,0.0021544809380483,1.558664620302473e-10,0.1109030683410386,0.0377522656210368,0.0445330711090061,2.731197093489947e-09,-0.034079052696289,-0.6709570292727687
0.0219110035146484,0.775728251697249,0.8949713298565605,1.4378759731555812,0.8056597817082944,1.457319235894312,1.444424168227229,0.0048401009360011,0.0018514460570903,6.22061062627822e-11,0.1147017376051387,0.0438759609847919,0.0655545085681924,1.4741734877715187e-09,0.0219110035146484,0.1980633781106674
0.0038388276914062,0.7090206211657949,0.7548672927178169,1.4082806931941438,0.767843379590345,1.4179900933241951,1.441329108181067,0.0065467515728901,0.0012725122665105,1.593174044141698e-10,0.1196551490298574,0.023257739841872,0.0531787967259604,2.911848350434928e-09,0.0038388276914062,-0.4658798297875635
