Time,Channel 1,Channel 2
3.4272,-184.1321,-25.9825
3.4303,-83.262,184.1195
3.4347,161.2131,83.3095
3.4387,-97.1336,-160.6175
3.4427,143.143,-81.2055
3.4474,-113.7512,-25.8246
3.4522,-49.1807,184.2379
3.4542,171.1685,83.3875
3.4582,-101.2781,17.3154
3.4622,132.4589,-198.015
3.4667,51.2163,-96.4695
3.4707,-176.4738,149.7323
3.4742,92.4052,73.1727
3.4782,-141.3006,21.3297
3.4818,118.8315,-187.3725
3.4866,54.1824,-84.2373
3.4893,-166.3608,160.5181
3.4931,104.8151,81.7239
3.4977,-129.8288,27.0972
3.5017,128.0376,-184.0205
3.5057,60.4771,-82.699
3.5087,-162.8123,160.8614
3.5127,105.9962,81.5695
3.5175,-129.0157,26.3633
3.5215,127.9974,-184.752
3.5254,59.8302,-83.4794
3.5291,-163.3104,160.3642
3.5331,-71.3541,81.3028
3.5361,-12.7833,26.6107
3.5401,197.3925,-184.8078
3.5441,94.0042,-83.5065
3.5481,-153.249,-16.3069
3.5521,-75.9292,197.3298
3.5561,154.4892,96.4314
3.5601,68.655,-150.1315
3.5641,12.8163,-73.3394
3.5672,-196.1361,-20.4729
3.5721,-91.9832,186.8583
3.5759,155.3179,84.1566
3.579,77.8445,-160.8874
3.5832,24.7342,-81.6532
3.5877,-184.8505,-26.4623
3.5912,-82.9496,183.6114
3.5945,161.6518,82.6986
3.5985,81.7095,-161.0019
3.6027,26.6703,-81.2328
3.6073,-183.8862,-25.8387
3.6103,-83.5248,184.233
3.614,161.0838,83.213
3.619,-97.3472,17.2587
3.6231,143.2727,-197.8265
3.6258,63.5464,-96.3622
3.6306,-165.4695,149.7795
3.6346,101.0244,73.1811
3.6385,-135.729,21.3166
3.6425,122.2355,-187.3945
3.6456,55.541,-84.2599
3.6506,-166.1103,160.674
3.6535,104.4532,81.5947
3.6583,-130.4436,27.0187
3.6614,127.3977,-184.0595
3.6654,59.7585,-82.7111
3.6694,-163.0984,160.8652
3.6729,106.1562,81.2307
3.6779,-129.354,26.6065
3.6814,127.8109,-184.6012
3.6854,59.9286,-83.4019
3.6892,-163.4325,160.5658
3.6931,-12.5642,81.1836
3.697,-51.9351,26.347
3.7012,174.2898,-184.7506
3.7052,82.9197,-83.4691
3.7082,-156.6141,160.3773
3.7122,-74.402,81.315
3.7162,157.5699,26.4453
3.7202,73.0587,-184.686
3.7242,16.4479,-83.4329
3.7282,-193.3464,-16.2708
3.7322,-89.9275,197.3406
3.7362,156.2953,96.4273
3.7402,78.4511,-150.1426
3.7442,24.6963,-73.3521
3.7482,-184.863,-20.4843
3.7513,-83.297,186.6744
3.7553,161.5417,84.2656
3.7594,81.5651,-160.8214
3.7634,26.5329,-81.6207
3.7674,-184.3467,-26.2775
3.7704,-83.3725,183.4928
3.7751,161.175,82.7945
3.779,-97.3029,-160.9872
3.783,143.2852,-81.4374
3.787,-113.6482,-25.9461
3.79,-49.1155,184.194
3.794,171.2032,83.3908
3.798,-101.2651,17.3425
3.802,132.4587,-197.9803
3.807,51.0342,-96.4368
3.8103,-176.3682,149.7583
3.8134,92.4656,73.1909
3.8175,-141.2737,21.3408
3.8216,119.0116,-187.3671
3.8263,54.0603,-84.2355
3.8291,-166.4422,160.5175
3.8328,104.5934,81.7222
3.8371,-129.7346,27.0953
3.8413,127.9279,-184.0222
3.8453,60.4564,-82.7003
3.8493,-162.6086,160.8605
3.8535,106.1053,81.394
3.8574,-128.9738,26.478
3.8613,127.9977,-184.6827
3.8652,59.984,-83.4452
3.868,-163.4541,160.3744
3.8722,-71.6261,81.2989
3.8762,-13.0749,26.4252
3.8807,197.6659,-184.7048
3.8837,93.9961,-83.4479
3.8877,-153.2254,-9.2776
3.8917,-75.8932,192.7348
3.8955,154.3502,93.6497
3.8995,68.9751,-151.6814
3.9041,12.7925,-73.6413
3.9081,-196.1575,-20.2569
3.9121,-91.8247,187.3036
3.9151,155.1916,84.6437
3.9191,77.9437,-160.637
3.9231,24.7572,-81.2171
3.9271,-184.8706,-26.0052
3.9311,-83.1635,183.8262
3.9342,161.5499,82.7521
3.9383,81.8577,-161.2155
3.9432,26.5715,-81.372
3.9473,-183.92,-25.916
3.9501,-83.3443,184.2007
3.9539,161.1686,83.2094
3.9582,80.738,-160.6187
3.962,26.3141,-80.9805
3.9659,-184.7409,-25.5218
3.9697,-83.4392,184.354
3.9739,160.9378,83.2126
3.9781,-97.0621,17.1959
3.9816,143.2054,-198.0856
3.9856,-114.0543,-96.3278
3.9896,-48.9196,149.7838
3.9933,170.9747,72.994
3.997,-100.9723,21.2383
4.001,132.6192,-187.4035
4.005,-125.7392,-84.2319
4.009,-60.2248,160.8914
4.013,-15.0437,81.5222
4.017,9.6964,26.9847
4.0215,199.3463,-184.0681
4.0247,84.3742,-82.705
4.0287,-166.4884,161.0529
4.0327,-89.1136,81.3045
4.0367,-34.4801,26.4342
4.0407,177.9016,-184.6956
4.0447,78.4495,-83.4402
4.0477,-164.3,160.7382
4.0517,-82.7786,81.0845
4.0564,-26.7453,26.3005
4.0594,184.8603,-184.7622
4.0636,83.8212,-83.4608
4.0673,-160.661,160.5695
4.0714,-80.6516,81.2188
4.0759,-25.5834,26.3924
4.0799,184.8024,-184.7077
4.0839,83.6717,-83.4349
4.0879,-161.0074,77.0595
4.0909,-81.0399,136.0642
4.0949,151.9621,59.2943
4.0989,67.5371,-168.3516
4.1029,13.3139,-78.5506
4.1066,-195.7685,-18.2831
4.1107,-91.3951,192.4782
4.1145,155.919,90.4049
4.1184,78.3497,-155.0326
4.1224,25.2789,-77.1754
4.1264,-184.7287,-23.2817
4.1305,-82.8908,185.4072
4.1345,161.1429,83.476
4.1385,82.0462,-160.8806
4.1425,27.0339,-81.6445
4.1465,-184.2711,-26.279
4.1495,-83.1783,184.0282
4.1535,-16.8422,82.9892
4.1575,19.7787,17.0633
4.1616,213.6386,-198.149
4.1655,-79.674,-96.5198
4.1695,-38.5893,149.7334
4.173,-10.8842,73.2003
4.1771,5.214,21.3661
4.1815,190.6621,-187.3379
4.1855,-102.701,-84.2094
4.1885,-57.886,160.7128
4.1925,-24.969,81.6209
4.1965,-3.9624,27.034
4.2005,185.9254,-184.0526
4.2045,-104.347,-82.7096
4.2085,-58.0127,160.8637
4.2129,-24.118,81.403
4.2167,-2.5791,26.4885
4.2197,187.171,-184.6732
4.2239,73.4537,-83.438
4.2273,-173.674,160.5545
4.2316,-93.853,81.1869
4.2356,-36.8029,26.3572
4.2397,177.0425,-184.7385
4.2434,78.1391,-83.4582
4.2478,-163.575,160.3857
4.251,-81.9953,81.3208
4.2552,151.1229,26.2737
4.2593,69.002,-184.3943
4.2633,13.787,-83.3031
4.2673,-194.8354,-16.4213
4.2713,-90.7351,197.2467
4.2749,156.1509,96.0283
4.2789,78.8472,-149.9299
4.2829,25.1276,-73.2115
4.2869,-184.6623,-20.4047
4.2909,-82.899,186.8841
4.2939,-16.0909,83.9812
4.2989,198.5333,-160.7861
4.3019,97.0616,-81.6021
4.3059,-149.9037,-26.4457
4.3104,-73.007,183.6074
4.3137,-21.019,83.0349
4.3182,9.1154,-161.0734
4.3214,201.6371,-81.5016
4.3262,-90.4894,-26.1631
4.3302,-46.9486,184.2856
4.3339,-16.5539,83.4504
4.3369,1.8947,17.3754
4.3409,189.2927,-197.9668
4.3459,-103.1846,-96.4355
4.3497,-57.6567,149.7531
4.3534,-24.4124,73.0082
4.3573,-3.3326,21.2731
4.3613,186.6604,-187.189
4.3651,-104.3838,-84.3118
4.3682,-57.5644,160.6738
4.3729,-23.8472,81.6212
4.3769,63.7374,26.7042
4.3799,143.7454,-183.6203
4.3847,-129.7939,-82.6597
4.3885,-70.3393,160.8836
4.3924,-27.5966,81.404
4.3964,-0.916,26.6549
4.3995,191.1929,-184.6255
4.4035,78.3514,-83.4593
4.4075,-169.8626,-16.3372
4.4115,-90.7254,197.2648
4.4155,-34.9109,96.1846
4.4195,178.1514,-150.2546
4.4235,79.0065,-73.2027
4.4275,-164.0304,-20.5762
4.4315,-82.0024,186.8243
4.4355,152.0478,83.989
4.4385,67.9719,-160.7448
4.4425,13.6788,-81.3756
4.4466,-195.5018,-26.1627
4.4506,-90.8743,183.521
4.4538,156.1313,82.4231
4.4581,78.8925,-160.9753
4.4622,25.3736,-81.2304
4.4662,-184.7054,-25.6742
4.4702,-82.9081,183.9275
4.4747,-15.906,83.0683
4.4784,198.4362,-160.4927
4.4824,97.0112,-80.9139
4.4865,-149.9214,-25.8471
4.4903,-73.005,184.2328
4.494,-21.3573,83.2171
4.498,9.5354,17.4393
4.5019,201.6747,-197.761
4.5058,-90.4796,-96.367
4.5087,-46.9548,149.5642
4.5138,-16.5672,73.0695
4.5168,1.88,21.4525
4.5204,189.2798,-187.3298
4.5251,-103.1944,-84.2428
4.5294,-57.6632,160.1384
4.5334,-24.4161,81.5669
4.5372,-3.1591,27.4317
4.541,186.5452,-183.8407
4.544,-104.1026,-82.8045
4.548,-58.0028,-15.861
4.552,-24.0553,197.3929
4.5558,-2.3249,89.1083
4.5598,187.3052,-145.2934
4.5646,74.0285,-70.4302
4.5676,-174.0213,-18.8768
4.5715,-94.0897,187.1568
4.5761,-36.9424,84.0874
4.5801,176.9768,-161.4839
4.5831,78.4728,-82.0688
4.5871,-163.7934,-26.7139
4.5911,-82.1101,182.9617
4.5951,151.6063,82.6556
4.5991,68.6598,-161.4261
4.6035,13.7792,-81.2551
4.6065,-195.0201,-25.8259
4.6106,-90.8042,183.9116
4.6146,156.3281,83.2999
4.6181,78.7707,-160.5236
4.6222,25.2838,-80.7242
4.6267,-184.7633,-25.5765
4.6297,-82.9398,184.1487
4.6349,161.445,83.1401
4.6381,81.952,-160.685
4.6421,26.7521,-80.8589
4.6461,-184.4263,-25.8496
4.6504,-83.2417,184.2013
4.6534,3.1123,83.176
4.6574,56.5951,-160.4887
4.6621,172.9962,-80.9638
4.6653,-103.29,-25.9164
4.6693,-49.4221,183.9904
4.6733,-13.122,83.2773
4.6768,7.4257,17.4697
4.6811,195.1334,-197.7511
4.6851,-98.1819,-96.5445
4.6891,-53.9388,149.6709
4.6921,-21.9897,73.129
4.6963,-1.8141,21.4775
4.7003,186.5795,-187.3266
4.7043,-103.6972,-84.4267
4.7083,-57.8262,160.4152
4.7126,-24.2015,81.683
4.7157,-2.4369,26.9201
4.7198,186.7046,-183.7121
4.7238,49.9926,-82.719
4.7284,-158.7251,-15.8123
4.7321,-84.8259,197.2393
4.736,-32.3608,96.2307
4.74,178.3696,-149.6543
4.7437,77.6387,-73.1204
4.7477,-164.9294,-20.4241
4.7516,-83.5574,186.6363
4.7556,-27.1178,84.0084
4.7596,184.0599,-160.9724
4.7635,83.2877,-81.5161
4.7674,-160.9663,-26.2345
4.7713,-80.9625,183.4968
4.7745,152.5702,82.4276
4.7786,67.964,-161.132
4.7823,13.2245,-81.0931
4.7871,-195.9328,-25.7593
4.7901,-91.0446,184.0928
4.7941,156.124,83.1589
4.7981,78.6201,-160.631
4.8021,25.1865,-80.796
4.8061,-184.8167,-25.6178
4.8101,-82.9615,184.1302
4.8141,161.0932,83.1364
4.8181,82.1908,-160.5053
4.8221,26.9037,-80.9659
4.8252,-184.3455,-25.9105
4.8292,-83.2111,184.1745
4.8332,-16.673,83.1712
4.8377,197.7367,-160.4812
4.8407,96.6409,-80.9514
4.8448,-150.2344,-25.9035
4.8493,-73.235,184.1764
4.8534,-21.1553,83.1703
4.8565,9.2246,17.0553
4.8605,201.5036,-197.5524
4.8646,-90.5497,-96.2397
4.8689,-46.961,149.6281
4.8721,-16.5395,73.0898
4.8763,2.0955,20.9217
4.8803,189.2048,-186.8275
4.8845,-103.0557,-84.3459
4.8876,-57.7885,160.4421
4.8916,-24.4806,81.6777
4.8956,174.5325,-42.2605
4.8997,69.835,-138.3171
4.904,-173.9647,-55.3441
4.9083,-92.7338,-2.198
4.9113,-34.4497,201.2813
4.9161,1.3888,94.8378
4.9198,197.8113,-154.1281
4.924,86.5822,-78.0637
4.9277,-163.2588,-24.7648
4.9307,-85.7352,183.3464
4.9347,120.8993,81.9953
4.9388,80.2263,-162.3355
4.9432,19.7111,-82.1375
4.9471,-192.8221,-26.1934
4.9513,-91.0755,183.5212
